Date,Brands,Categories,Region,SKU,Temperature,CPI,PPI,Unemployment_Rate,Discounts,Weekly Sales
2010-02-07,COCOA_1,RTD Tea/Coffee,West,SKU_19,19.616666666666667,216.741,181.0,9.8,0.12219903362922921,243.0
2010-02-07,COCOA_3,RTD Tea/Coffee,West,SKU_20,19.616666666666667,216.741,181.0,9.8,0.09462262979540983,279.0
2010-02-14,COCOA_4,RTD Tea/Coffee,Midwest,SKU_8,17.505555555555553,216.741,181.0,9.8,0.18766004085467308,300.0
2010-02-14,COCOA_4,RTD Tea/Coffee,West,SKU_7,17.505555555555553,216.741,181.0,9.8,0.35661452798789156,294.0
2010-02-14,COCOA_4,RTD Tea/Coffee,South,SKU_11,17.505555555555553,216.741,181.0,9.8,0.3851743766220581,284.0
2010-02-14,COCOA_4,RTD Tea/Coffee,Northeast,SKU_6,17.505555555555553,216.741,181.0,9.8,0.22829543350379777,278.0
2010-02-14,COCOA_5,RTD Tea/Coffee,Northeast,SKU_2,17.505555555555553,216.741,181.0,9.8,0.3802423031708683,279.0
2010-02-14,COCOA_5,RTD Tea/Coffee,West,SKU_4,17.505555555555553,216.741,181.0,9.8,0.20168897998053625,253.0
2010-02-14,COCOA_5,RTD Tea/Coffee,South,SKU_3,17.505555555555553,216.741,181.0,9.8,0.22928394205849462,289.0
2010-02-14,COCOA_3,RTD Tea/Coffee,Northeast,SKU_9,17.505555555555553,216.741,181.0,9.8,0.10100067941602289,290.0
2010-02-14,COCOA_5,RTD Tea/Coffee,Midwest,SKU_5,17.505555555555553,216.741,181.0,9.8,0.14485234217084011,260.0
2010-02-14,COCOA_3,RTD Tea/Coffee,South,SKU_10,17.505555555555553,216.741,181.0,9.8,0.21587157609116053,299.0
2010-02-14,COCOA_2,RTD Tea/Coffee,Midwest,SKU_16,17.505555555555553,216.741,181.0,9.8,0.27766133890279876,254.0
2010-02-14,COCOA_3,RTD Tea/Coffee,Midwest,SKU_12,17.505555555555553,216.741,181.0,9.8,0.29477535831467333,289.0
2010-02-14,COCOA_3,RTD Tea/Coffee,West,SKU_20,17.505555555555553,216.741,181.0,9.8,0.36216386060976735,308.0
2010-02-14,COCOA_1,RTD Tea/Coffee,West,SKU_19,17.505555555555553,216.741,181.0,9.8,0.05839984164210544,302.0
2010-02-14,COCOA_1,RTD Tea/Coffee,South,SKU_18,17.505555555555553,216.741,181.0,9.8,0.3290223533532642,302.0
2010-02-14,COCOA_1,RTD Tea/Coffee,Northeast,SKU_17,17.505555555555553,216.741,181.0,9.8,0.3564492973502265,292.0
2010-02-14,COCOA_1,RTD Tea/Coffee,Midwest,SKU_1,17.505555555555553,216.741,181.0,9.8,0.14653671202395058,313.0
2010-02-14,COCOA_2,RTD Tea/Coffee,West,SKU_15,17.505555555555553,216.741,181.0,9.8,0.15835805938742364,307.0
2010-02-14,COCOA_2,RTD Tea/Coffee,South,SKU_14,17.505555555555553,216.741,181.0,9.8,0.20227541930587417,273.0
2010-02-14,COCOA_2,RTD Tea/Coffee,Northeast,SKU_13,17.505555555555553,216.741,181.0,9.8,0.15960738590943846,293.0
2010-02-21,COCOA_5,RTD Tea/Coffee,Northeast,SKU_2,18.294444444444448,216.741,181.0,9.8,0.3898571889158611,314.0
2010-02-21,COCOA_5,RTD Tea/Coffee,South,SKU_3,18.294444444444448,216.741,181.0,9.8,0.12633648131730316,295.0
2010-02-21,COCOA_5,RTD Tea/Coffee,West,SKU_4,18.294444444444448,216.741,181.0,9.8,0.2982146301103775,288.0
2010-02-21,COCOA_5,RTD Tea/Coffee,Midwest,SKU_5,18.294444444444448,216.741,181.0,9.8,0.22050007149408224,289.0
2010-02-21,COCOA_4,RTD Tea/Coffee,Northeast,SKU_6,18.294444444444448,216.741,181.0,9.8,0.25863438630137986,329.0
2010-02-21,COCOA_4,RTD Tea/Coffee,West,SKU_7,18.294444444444448,216.741,181.0,9.8,0.31832986771755617,291.0
2010-02-21,COCOA_4,RTD Tea/Coffee,Midwest,SKU_8,18.294444444444448,216.741,181.0,9.8,0.18945108265937627,307.0
2010-02-21,COCOA_3,RTD Tea/Coffee,Northeast,SKU_9,18.294444444444448,216.741,181.0,9.8,0.11003539926614364,300.0
2010-02-21,COCOA_3,RTD Tea/Coffee,South,SKU_10,18.294444444444448,216.741,181.0,9.8,0.20985216621093655,286.0
2010-02-21,COCOA_4,RTD Tea/Coffee,South,SKU_11,18.294444444444448,216.741,181.0,9.8,0.16724727632631975,298.0
2010-02-21,COCOA_3,RTD Tea/Coffee,Midwest,SKU_12,18.294444444444448,216.741,181.0,9.8,0.1565630158324926,300.0
2010-02-21,COCOA_1,RTD Tea/Coffee,West,SKU_19,18.294444444444448,216.741,181.0,9.8,0.30429471525633417,323.0
2010-02-21,COCOA_1,RTD Tea/Coffee,South,SKU_18,18.294444444444448,216.741,181.0,9.8,0.22101935599389694,268.0
2010-02-21,COCOA_1,RTD Tea/Coffee,Northeast,SKU_17,18.294444444444448,216.741,181.0,9.8,0.36505991172747493,288.0
2010-02-21,COCOA_2,RTD Tea/Coffee,Midwest,SKU_16,18.294444444444448,216.741,181.0,9.8,0.33230535454216553,318.0
2010-02-21,COCOA_1,RTD Tea/Coffee,Midwest,SKU_1,18.294444444444448,216.741,181.0,9.8,0.24602027031853846,317.0
2010-02-21,COCOA_2,RTD Tea/Coffee,West,SKU_15,18.294444444444448,216.741,181.0,9.8,0.33502868170439126,311.0
2010-02-21,COCOA_2,RTD Tea/Coffee,South,SKU_14,18.294444444444448,216.741,181.0,9.8,0.24733684746831486,329.0
2010-02-21,COCOA_2,RTD Tea/Coffee,Northeast,SKU_13,18.294444444444448,216.741,181.0,9.8,0.08847404307236573,317.0
2010-02-21,COCOA_3,RTD Tea/Coffee,West,SKU_20,18.294444444444448,216.741,181.0,9.8,0.11885821348362259,303.0
2010-02-28,COCOA_3,RTD Tea/Coffee,Northeast,SKU_9,22.016666666666666,216.741,181.0,9.8,0.2896546194780725,334.0
2010-02-28,COCOA_5,RTD Tea/Coffee,South,SKU_3,22.016666666666666,216.741,181.0,9.8,0.22555607876741612,304.0
2010-02-28,COCOA_5,RTD Tea/Coffee,West,SKU_4,22.016666666666666,216.741,181.0,9.8,0.22544813842430134,286.0
2010-02-28,COCOA_5,RTD Tea/Coffee,Midwest,SKU_5,22.016666666666666,216.741,181.0,9.8,0.1420493980881326,318.0
2010-02-28,COCOA_4,RTD Tea/Coffee,Northeast,SKU_6,22.016666666666666,216.741,181.0,9.8,0.2334973568301028,317.0
2010-02-28,COCOA_4,RTD Tea/Coffee,South,SKU_11,22.016666666666666,216.741,181.0,9.8,0.16545698122599162,315.0
2010-02-28,COCOA_4,RTD Tea/Coffee,West,SKU_7,22.016666666666666,216.741,181.0,9.8,0.15988167112408797,320.0
2010-02-28,COCOA_4,RTD Tea/Coffee,Midwest,SKU_8,22.016666666666666,216.741,181.0,9.8,0.08921975963342224,316.0
2010-02-28,COCOA_3,RTD Tea/Coffee,South,SKU_10,22.016666666666666,216.741,181.0,9.8,0.3320684847496254,293.0
2010-02-28,COCOA_5,RTD Tea/Coffee,Northeast,SKU_2,22.016666666666666,216.741,181.0,9.8,0.16013870149586823,336.0
2010-02-28,COCOA_3,RTD Tea/Coffee,Midwest,SKU_12,22.016666666666666,216.741,181.0,9.8,0.2949177846903716,320.0
2010-02-28,COCOA_1,RTD Tea/Coffee,Midwest,SKU_1,22.016666666666666,216.741,181.0,9.8,0.19083450824730636,270.0
2010-02-28,COCOA_1,RTD Tea/Coffee,West,SKU_19,22.016666666666666,216.741,181.0,9.8,0.23921188801206544,312.0
2010-02-28,COCOA_1,RTD Tea/Coffee,South,SKU_18,22.016666666666666,216.741,181.0,9.8,0.33213146665966237,329.0
2010-02-28,COCOA_1,RTD Tea/Coffee,Northeast,SKU_17,22.016666666666666,216.741,181.0,9.8,0.1371216516755796,298.0
2010-02-28,COCOA_3,RTD Tea/Coffee,West,SKU_20,22.016666666666666,216.741,181.0,9.8,0.13383646251731313,351.0
2010-02-28,COCOA_2,RTD Tea/Coffee,West,SKU_15,22.016666666666666,216.741,181.0,9.8,0.2368556507753814,300.0
2010-02-28,COCOA_2,RTD Tea/Coffee,South,SKU_14,22.016666666666666,216.741,181.0,9.8,0.33525769914800196,301.0
2010-02-28,COCOA_2,RTD Tea/Coffee,Northeast,SKU_13,22.016666666666666,216.741,181.0,9.8,0.12019275070614456,334.0
2010-02-28,COCOA_2,RTD Tea/Coffee,Midwest,SKU_16,22.016666666666666,216.741,181.0,9.8,0.38050680017250477,339.0
2010-02-07,FIZZY_1,Energy Drinks,Midwest,SKU_21,19.616666666666667,216.741,181.0,9.8,0.17477669860499634,268.0
2010-02-07,FIZZY_5,Energy Drinks,Northeast,SKU_22,19.616666666666667,216.741,181.0,9.8,0.17114809784944046,295.0
2010-02-07,FIZZY_5,Energy Drinks,South,SKU_23,19.616666666666667,216.741,181.0,9.8,0.3099907127032097,279.0
2010-02-07,FIZZY_5,Energy Drinks,West,SKU_24,19.616666666666667,216.741,181.0,9.8,0.32803789996836735,0.0
2010-02-07,FIZZY_5,Energy Drinks,Midwest,SKU_25,19.616666666666667,216.741,181.0,9.8,0.18765294525891607,278.0
2010-02-07,FIZZY_4,Energy Drinks,Northeast,SKU_26,19.616666666666667,216.741,181.0,9.8,0.33195871363658386,0.0
2010-02-07,FIZZY_4,Energy Drinks,West,SKU_27,19.616666666666667,216.741,181.0,9.8,0.31034978561065935,289.0
2010-02-07,FIZZY_4,Energy Drinks,Midwest,SKU_28,19.616666666666667,216.741,181.0,9.8,0.08862416851375814,272.0
2010-02-07,FIZZY_3,Energy Drinks,Northeast,SKU_29,19.616666666666667,216.741,181.0,9.8,0.2447951462061011,264.0
2010-02-07,FIZZY_3,Energy Drinks,South,SKU_30,19.616666666666667,216.741,181.0,9.8,0.3124606922077149,299.0
2010-02-07,FIZZY_4,Energy Drinks,South,SKU_31,19.616666666666667,216.741,181.0,9.8,0.12540917040894214,252.0
2010-02-07,FIZZY_3,Energy Drinks,Midwest,SKU_32,19.616666666666667,216.741,181.0,9.8,0.3402439914440122,260.0
2010-02-07,FIZZY_2,Energy Drinks,Northeast,SKU_33,19.616666666666667,216.741,181.0,9.8,0.06581587643810001,289.0
2010-02-07,FIZZY_2,Energy Drinks,South,SKU_34,19.616666666666667,216.741,181.0,9.8,0.1461061192443373,253.0
2010-02-07,FIZZY_2,Energy Drinks,West,SKU_35,19.616666666666667,216.741,181.0,9.8,0.2838721902260115,254.0
2010-02-07,FIZZY_2,Energy Drinks,Midwest,SKU_36,19.616666666666667,216.741,181.0,9.8,0.13915172229469625,256.0
2010-02-07,FIZZY_1,Energy Drinks,Northeast,SKU_37,19.616666666666667,216.741,181.0,9.8,0.10480373589027933,293.0
2010-02-07,FIZZY_1,Energy Drinks,South,SKU_38,19.616666666666667,216.741,181.0,9.8,0.22414739497540387,252.0
2010-02-07,FIZZY_1,Energy Drinks,West,SKU_39,19.616666666666667,216.741,181.0,9.8,0.08041575813853925,278.0
2010-02-07,FIZZY_3,Energy Drinks,West,SKU_40,19.616666666666667,216.741,181.0,9.8,0.22327396738743843,264.0
2010-02-14,FIZZY_4,Energy Drinks,Midwest,SKU_28,17.505555555555553,216.741,181.0,9.8,0.18123973180815794,265.0
2010-02-14,FIZZY_4,Energy Drinks,West,SKU_27,17.505555555555553,216.741,181.0,9.8,0.3535296250549712,265.0
2010-02-14,FIZZY_4,Energy Drinks,South,SKU_31,17.505555555555553,216.741,181.0,9.8,0.10792810412120324,281.0
2010-02-14,FIZZY_4,Energy Drinks,Northeast,SKU_26,17.505555555555553,216.741,181.0,9.8,0.2667765724738726,297.0
2010-02-14,FIZZY_5,Energy Drinks,Northeast,SKU_22,17.505555555555553,216.741,181.0,9.8,0.2341595021620918,287.0
2010-02-14,FIZZY_5,Energy Drinks,West,SKU_24,17.505555555555553,216.741,181.0,9.8,0.2993836008714205,275.0
2010-02-14,FIZZY_5,Energy Drinks,South,SKU_23,17.505555555555553,216.741,181.0,9.8,0.29054602955751474,292.0
2010-02-14,FIZZY_3,Energy Drinks,Northeast,SKU_29,17.505555555555553,216.741,181.0,9.8,0.08481403455255206,269.0
2010-02-14,FIZZY_5,Energy Drinks,Midwest,SKU_25,17.505555555555553,216.741,181.0,9.8,0.2791314882769233,282.0
2010-02-14,FIZZY_3,Energy Drinks,South,SKU_30,17.505555555555553,216.741,181.0,9.8,0.3710816772279055,252.0
2010-02-14,FIZZY_2,Energy Drinks,Midwest,SKU_36,17.505555555555553,216.741,181.0,9.8,0.38073570060835266,261.0
2010-02-14,FIZZY_3,Energy Drinks,Midwest,SKU_32,17.505555555555553,216.741,181.0,9.8,0.09966106683114398,267.0
2010-02-14,FIZZY_3,Energy Drinks,West,SKU_40,17.505555555555553,216.741,181.0,9.8,0.28537470398525594,273.0
2010-02-14,FIZZY_1,Energy Drinks,West,SKU_39,17.505555555555553,216.741,181.0,9.8,0.08818205106791457,289.0
2010-02-14,FIZZY_1,Energy Drinks,South,SKU_38,17.505555555555553,216.741,181.0,9.8,0.10812877699466228,0.0
2010-02-14,FIZZY_1,Energy Drinks,Northeast,SKU_37,17.505555555555553,216.741,181.0,9.8,0.10272852599514036,0.0
2010-02-14,FIZZY_1,Energy Drinks,Midwest,SKU_21,17.505555555555553,216.741,181.0,9.8,0.2213561748007758,278.0
2010-02-14,FIZZY_2,Energy Drinks,West,SKU_35,17.505555555555553,216.741,181.0,9.8,0.09366615669551939,294.0
2010-02-14,FIZZY_2,Energy Drinks,South,SKU_34,17.505555555555553,216.741,181.0,9.8,0.1828649666876172,279.0
2010-02-14,FIZZY_2,Energy Drinks,Northeast,SKU_33,17.505555555555553,216.741,181.0,9.8,0.10801801963703009,257.0
2010-02-21,FIZZY_5,Energy Drinks,Northeast,SKU_22,18.294444444444448,216.741,181.0,9.8,0.3185306400504263,279.0
2010-02-21,FIZZY_5,Energy Drinks,South,SKU_23,18.294444444444448,216.741,181.0,9.8,0.38327449182666246,267.0
2010-02-21,FIZZY_5,Energy Drinks,West,SKU_24,18.294444444444448,216.741,181.0,9.8,0.3816956087546216,269.0
2010-02-21,FIZZY_5,Energy Drinks,Midwest,SKU_25,18.294444444444448,216.741,181.0,9.8,0.37846644664352713,281.0
2010-02-21,FIZZY_4,Energy Drinks,Northeast,SKU_26,18.294444444444448,216.741,181.0,9.8,0.09633818942954908,268.0
2010-02-21,FIZZY_4,Energy Drinks,West,SKU_27,18.294444444444448,216.741,181.0,9.8,0.1878552077987427,277.0
2010-02-21,FIZZY_4,Energy Drinks,Midwest,SKU_28,18.294444444444448,216.741,181.0,9.8,0.13889758470502753,292.0
2010-02-21,FIZZY_3,Energy Drinks,Northeast,SKU_29,18.294444444444448,216.741,181.0,9.8,0.11805006502401716,296.0
2010-02-21,FIZZY_3,Energy Drinks,South,SKU_30,18.294444444444448,216.741,181.0,9.8,0.18191583363202968,279.0
2010-02-21,FIZZY_4,Energy Drinks,South,SKU_31,18.294444444444448,216.741,181.0,9.8,0.3270402532533516,287.0
2010-02-21,FIZZY_3,Energy Drinks,Midwest,SKU_32,18.294444444444448,216.741,181.0,9.8,0.38330632573198886,294.0
2010-02-21,FIZZY_1,Energy Drinks,West,SKU_39,18.294444444444448,216.741,181.0,9.8,0.200694401411722,262.0
2010-02-21,FIZZY_1,Energy Drinks,South,SKU_38,18.294444444444448,216.741,181.0,9.8,0.39142924978942906,295.0
2010-02-21,FIZZY_1,Energy Drinks,Northeast,SKU_37,18.294444444444448,216.741,181.0,9.8,0.07789900332928361,289.0
2010-02-21,FIZZY_2,Energy Drinks,Midwest,SKU_36,18.294444444444448,216.741,181.0,9.8,0.10848244927886941,270.0
2010-02-21,FIZZY_1,Energy Drinks,Midwest,SKU_21,18.294444444444448,216.741,181.0,9.8,0.3222814190030857,278.0
2010-02-21,FIZZY_2,Energy Drinks,West,SKU_35,18.294444444444448,216.741,181.0,9.8,0.33698052910075593,266.0
2010-02-21,FIZZY_2,Energy Drinks,South,SKU_34,18.294444444444448,216.741,181.0,9.8,0.2351828762954758,262.0
2010-02-21,FIZZY_2,Energy Drinks,Northeast,SKU_33,18.294444444444448,216.741,181.0,9.8,0.38364251382515996,0.0
2010-02-21,FIZZY_3,Energy Drinks,West,SKU_40,18.294444444444448,216.741,181.0,9.8,0.1818232006148282,264.0
2010-02-28,FIZZY_3,Energy Drinks,Northeast,SKU_29,22.016666666666666,216.741,181.0,9.8,0.08068237347749344,272.0
2010-02-28,FIZZY_5,Energy Drinks,South,SKU_23,22.016666666666666,216.741,181.0,9.8,0.1828425917740547,279.0
2010-02-28,FIZZY_5,Energy Drinks,West,SKU_24,22.016666666666666,216.741,181.0,9.8,0.09816170433073972,288.0
2010-02-28,FIZZY_5,Energy Drinks,Midwest,SKU_25,22.016666666666666,216.741,181.0,9.8,0.2842168174826778,269.0
2010-02-28,FIZZY_4,Energy Drinks,Northeast,SKU_26,22.016666666666666,216.741,181.0,9.8,0.23428449239176258,274.0
2010-02-28,FIZZY_4,Energy Drinks,South,SKU_31,22.016666666666666,216.741,181.0,9.8,0.10474291762846491,289.0
2010-02-28,FIZZY_4,Energy Drinks,West,SKU_27,22.016666666666666,216.741,181.0,9.8,0.3172729138664802,293.0
2010-02-28,FIZZY_4,Energy Drinks,Midwest,SKU_28,22.016666666666666,216.741,181.0,9.8,0.27286050455883437,271.0
2010-02-28,FIZZY_3,Energy Drinks,South,SKU_30,22.016666666666666,216.741,181.0,9.8,0.2166930184555153,267.0
2010-02-28,FIZZY_5,Energy Drinks,Northeast,SKU_22,22.016666666666666,216.741,181.0,9.8,0.11500925489717446,0.0
2010-02-28,FIZZY_3,Energy Drinks,Midwest,SKU_32,22.016666666666666,216.741,181.0,9.8,0.33704343073131676,263.0
2010-02-28,FIZZY_1,Energy Drinks,Midwest,SKU_21,22.016666666666666,216.741,181.0,9.8,0.3627825171322474,0.0
2010-02-28,FIZZY_1,Energy Drinks,West,SKU_39,22.016666666666666,216.741,181.0,9.8,0.14535211635275969,259.0
2010-02-28,FIZZY_1,Energy Drinks,South,SKU_38,22.016666666666666,216.741,181.0,9.8,0.37462479430822737,281.0
2010-02-28,FIZZY_1,Energy Drinks,Northeast,SKU_37,22.016666666666666,216.741,181.0,9.8,0.29829745005394404,260.0
2010-02-28,FIZZY_3,Energy Drinks,West,SKU_40,22.016666666666666,216.741,181.0,9.8,0.3242343245260346,287.0
2010-02-28,FIZZY_2,Energy Drinks,West,SKU_35,22.016666666666666,216.741,181.0,9.8,0.24987914644690545,291.0
2010-02-28,FIZZY_2,Energy Drinks,South,SKU_34,22.016666666666666,216.741,181.0,9.8,0.33071094897350967,267.0
2010-02-28,FIZZY_2,Energy Drinks,Northeast,SKU_33,22.016666666666666,216.741,181.0,9.8,0.26450766769049316,297.0
2010-02-28,FIZZY_2,Energy Drinks,Midwest,SKU_36,22.016666666666666,216.741,181.0,9.8,0.14141753180245314,282.0
2010-02-07,COLA_1,Sports Drinks,Midwest,SKU_41,19.616666666666667,216.741,181.0,9.8,0.11466049976587966,309.0
2010-02-07,COLA_5,Sports Drinks,Northeast,SKU_42,19.616666666666667,216.741,181.0,9.8,0.17966613880254634,334.0
2010-02-07,COLA_5,Sports Drinks,South,SKU_43,19.616666666666667,216.741,181.0,9.8,0.19784257321981213,336.0
2010-02-07,COLA_5,Sports Drinks,West,SKU_44,19.616666666666667,216.741,181.0,9.8,0.292185135768098,366.0
2010-02-07,COLA_5,Sports Drinks,Midwest,SKU_45,19.616666666666667,216.741,181.0,9.8,0.34368092584756393,381.0
2010-02-07,COLA_4,Sports Drinks,Northeast,SKU_46,19.616666666666667,216.741,181.0,9.8,0.2444171282988568,349.0
2010-02-07,COLA_4,Sports Drinks,West,SKU_47,19.616666666666667,216.741,181.0,9.8,0.31418061823518584,364.0
2010-02-07,COLA_4,Sports Drinks,Midwest,SKU_48,19.616666666666667,216.741,181.0,9.8,0.36780799703861006,376.0
2010-02-07,COLA_3,Sports Drinks,Northeast,SKU_49,19.616666666666667,216.741,181.0,9.8,0.247364271914795,352.0
2010-02-07,COLA_3,Sports Drinks,South,SKU_50,19.616666666666667,216.741,181.0,9.8,0.05996414724919599,284.0
2010-02-07,COLA_4,Sports Drinks,South,SKU_51,19.616666666666667,216.741,181.0,9.8,0.17146822885817384,304.0
2010-02-07,COLA_3,Sports Drinks,Midwest,SKU_52,19.616666666666667,216.741,181.0,9.8,0.0856122792584036,272.0
2010-02-07,COLA_2,Sports Drinks,Northeast,SKU_53,19.616666666666667,216.741,181.0,9.8,0.15509399906722623,336.0
2010-02-07,COLA_2,Sports Drinks,South,SKU_54,19.616666666666667,216.741,181.0,9.8,0.283798679414845,375.0
2010-02-07,COLA_2,Sports Drinks,West,SKU_55,19.616666666666667,216.741,181.0,9.8,0.1993960846607884,366.0
2010-02-07,COLA_2,Sports Drinks,Midwest,SKU_56,19.616666666666667,216.741,181.0,9.8,0.11705755325545349,333.0
2010-02-07,COLA_1,Sports Drinks,Northeast,SKU_57,19.616666666666667,216.741,181.0,9.8,0.323518275443698,385.0
2010-02-07,COLA_1,Sports Drinks,South,SKU_58,19.616666666666667,216.741,181.0,9.8,0.29775543324619164,289.0
2010-02-07,COLA_1,Sports Drinks,West,SKU_59,19.616666666666667,216.741,181.0,9.8,0.31942278609743396,326.0
2010-02-07,COLA_3,Sports Drinks,West,SKU_60,19.616666666666667,216.741,181.0,9.8,0.08047689579589795,324.0
2010-02-14,COLA_4,Sports Drinks,Midwest,SKU_48,17.505555555555553,216.741,181.0,9.8,0.2717587319952547,398.0
2010-02-14,COLA_4,Sports Drinks,West,SKU_47,17.505555555555553,216.741,181.0,9.8,0.39245384553389523,469.0
2010-02-14,COLA_4,Sports Drinks,South,SKU_51,17.505555555555553,216.741,181.0,9.8,0.21829753503798727,332.0
2010-02-14,COLA_4,Sports Drinks,Northeast,SKU_46,17.505555555555553,216.741,181.0,9.8,0.07462873991172893,317.0
2010-02-14,COLA_5,Sports Drinks,Northeast,SKU_42,17.505555555555553,216.741,181.0,9.8,0.08138709778142325,306.0
2010-02-14,COLA_5,Sports Drinks,West,SKU_44,17.505555555555553,216.741,181.0,9.8,0.2921122792264961,413.0
2010-02-14,COLA_5,Sports Drinks,South,SKU_43,17.505555555555553,216.741,181.0,9.8,0.29251163723412277,423.0
2010-02-14,COLA_3,Sports Drinks,Northeast,SKU_49,17.505555555555553,216.741,181.0,9.8,0.3022022593531726,426.0
2010-02-14,COLA_5,Sports Drinks,Midwest,SKU_45,17.505555555555553,216.741,181.0,9.8,0.1277682434539532,353.0
2010-02-14,COLA_3,Sports Drinks,South,SKU_50,17.505555555555553,216.741,181.0,9.8,0.379868445335204,455.0
2010-02-14,COLA_2,Sports Drinks,Midwest,SKU_56,17.505555555555553,216.741,181.0,9.8,0.1273037426924531,276.0
2010-02-14,COLA_3,Sports Drinks,Midwest,SKU_52,17.505555555555553,216.741,181.0,9.8,0.18323103927475531,356.0
2010-02-14,COLA_3,Sports Drinks,West,SKU_60,17.505555555555553,216.741,181.0,9.8,0.3159719929667227,379.0
2010-02-14,COLA_1,Sports Drinks,West,SKU_59,17.505555555555553,216.741,181.0,9.8,0.18425053947439313,321.0
2010-02-14,COLA_1,Sports Drinks,South,SKU_58,17.505555555555553,216.741,181.0,9.8,0.07003064763660896,281.0
2010-02-14,COLA_1,Sports Drinks,Northeast,SKU_57,17.505555555555553,216.741,181.0,9.8,0.259495686240436,350.0
2010-02-14,COLA_1,Sports Drinks,Midwest,SKU_41,17.505555555555553,216.741,181.0,9.8,0.17456983361828737,328.0
2010-02-14,COLA_2,Sports Drinks,West,SKU_55,17.505555555555553,216.741,181.0,9.8,0.2016541606547942,385.0
2010-02-14,COLA_2,Sports Drinks,South,SKU_54,17.505555555555553,216.741,181.0,9.8,0.13607719368894944,362.0
2010-02-14,COLA_2,Sports Drinks,Northeast,SKU_53,17.505555555555553,216.741,181.0,9.8,0.08746407000026367,338.0
2010-02-21,COLA_5,Sports Drinks,Northeast,SKU_42,18.294444444444448,216.741,181.0,9.8,0.1154261654125706,355.0
2010-02-21,COLA_5,Sports Drinks,South,SKU_43,18.294444444444448,216.741,181.0,9.8,0.3387256687189598,433.0
2010-02-21,COLA_5,Sports Drinks,West,SKU_44,18.294444444444448,216.741,181.0,9.8,0.1794841564471713,401.0
2010-02-21,COLA_5,Sports Drinks,Midwest,SKU_45,18.294444444444448,216.741,181.0,9.8,0.19554353961283505,381.0
2010-02-21,COLA_4,Sports Drinks,Northeast,SKU_46,18.294444444444448,216.741,181.0,9.8,0.14756199465187625,366.0
2010-02-21,COLA_4,Sports Drinks,West,SKU_47,18.294444444444448,216.741,181.0,9.8,0.13563820275392696,368.0
2010-02-21,COLA_4,Sports Drinks,Midwest,SKU_48,18.294444444444448,216.741,181.0,9.8,0.07602607234313662,337.0
2010-02-21,COLA_3,Sports Drinks,Northeast,SKU_49,18.294444444444448,216.741,181.0,9.8,0.2451098218710358,398.0
2010-02-21,COLA_3,Sports Drinks,South,SKU_50,18.294444444444448,216.741,181.0,9.8,0.32095362051338777,445.0
2010-02-21,COLA_4,Sports Drinks,South,SKU_51,18.294444444444448,216.741,181.0,9.8,0.23363740528365684,384.0
